address,block,name,is_erc20,major_quote_liquidity_usd,stable_quote_liquidity_usd,native_quote_liquidity_usd,v2_liquidity_usd,v3_liquidity_usd,pool_count,max_pool_liquidity_usd,factory_count,error,pools_json
0x3de669c4f1f167a8afbc9993e4753b84b576426f,7048832,spartan,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
0xd4bbf439d3eab5155ca7c0537e583088fb4cfce8,7223029,valuedefi,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
0x32dffc3fe8e3ef3571bf8a72c0d0015c5373f41d,7785586,julswap,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
0x27dd6e51bf715cfc0e2fe96af26fc9ded89e4be8,8530973,eleven,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
0xe1e1aa58983f6b8ee8e4ecd206cea6578f036c21,10087723,xsurge,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
0x844fa82f1e54824655470970f7004dd90546bb28,12886415,ploutoz,1,14819.6709603343,10607.357645967988,4212.3133143663135,14819.6709603343,0.0,4,10606.199934381446,1,,"[{""pool"": ""0xb694ec7c2a7c433e69200b1da3ebc86907b4578b"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""BUSD"", ""liquidity_usd"": 10606.199934381446}, {""pool"": ""0x070659c37d40029280dfec931b20e315f2cdffbc"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 4212.3133143663135}, {""pool"": ""0xeff09e2588a8df9db5f34aef80f5e26b8fdecb12"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 1.043784475290042}, {""pool"": ""0x62959d31c9c83b4bf38f0ac5ddaa762a5b22fc73"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""DAI"", ""liquidity_usd"": 0.11392711125091681}]"
0x8b7218cf6ac641382d7c723de8aa173e98a80196,16841980,cftoken,1,420794.8700473939,420794.8700473939,0.0,420794.8700473939,0.0,1,420794.8700473939,1,,"[{""pool"": ""0x7fdc0d8857c6d90fd79e22511baf059c0c71bf8b"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 420794.8700473939}]"
0xe7748fce1d1e2f2fd2dddb5074bd074745dda8ea,17132514,zeed,1,0.0729419337050894,0.0,0.0729419337050894,0.0729419337050894,0.0,1,0.0729419337050894,1,,"[{""pool"": ""0xaade14e303ed54320e34409069eda017194b8dde"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 0.0729419337050894}]"
0x46ba8a59f4863bd20a066fd985b163235425b5f9,17248705,wdoge,1,60532.64315492921,0.0,60532.64315492921,60532.64315492921,0.0,1,60532.64315492921,1,,"[{""pool"": ""0xb3e708a6d1221ed7c58b88622fdbee2c03e4db4d"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 60532.64315492921}]"
0x94e06c77b02ade8341489ab9a23451f68c13ec1c,18073756,hackdao,1,130445.97953029726,2452.701384964882,127993.27814533238,130445.97953029726,0.0,3,127993.27814533238,1,,"[{""pool"": ""0xcd4cdaa8e96ad88d82eabddae6b9857c010f4ef2"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 127993.27814533238}, {""pool"": ""0xbdb426a2fc2584c2d43dba5a7ab11763dfae0225"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 2452.701384964882}, {""pool"": ""0xdfea595481a9983f9c6c18352bb1c9aee6a0f55a"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""BUSD"", ""liquidity_usd"": 1.3256e-14}]"
0x2287c04a15bb11ad1358ba5702c1c95e2d13a5e0,19523980,spacegodzilla,1,181198.70922465724,181121.4507567803,77.25846787693553,181198.70922465724,0.0,2,181121.4507567803,1,,"[{""pool"": ""0x8aff4e8d24f445df313928839ec96c4a618a91c8"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 181121.4507567803}, {""pool"": ""0x1fd32b744e818bdcc5030334efa4df42bb9a6c7e"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 77.25846787693553}]"
0x1e813fa05739bf145c1f182cb950da7af046778d,19852596,lpc,1,91185.67954778911,90776.0019381308,409.6776096583276,91185.67954778911,0.0,2,90776.0019381308,1,,"[{""pool"": ""0x2ecd8ce228d534d8740617673f31b7541f6a0099"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 90776.0019381308}, {""pool"": ""0x16f2b73c5dd03e22bf240ed5f4ab3c2ad75b10bb"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 409.6776096583276}]"
0x65f11b2de17c4af7a8f70858d6ccb63aac215697,20120884,qixi,1,4062.0193671148363,0.0,4062.0193671148363,4062.0193671148363,0.0,1,4062.0193671148363,1,,"[{""pool"": ""0x88ff4f62a75733c0f5afe58672121568a680de84"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 4062.0193671148363}]"
0xa4f5d4afd6b9226b3004dd276a9f778eb75f2e9e,20302534,anch,1,66289.08873064372,66289.08873064372,0.0,66289.08873064372,0.0,1,66289.08873064372,1,,"[{""pool"": ""0xad0da05b9c20fa541012ee2e89ac99a864cc68bb"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 66289.08873064372}]"
0x443195aa3a4357242a7427fc8ce5f20c1e71fcb1,20840079,ddc,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
0x10bc28d2810dd462e16facff18f78783e859351b,20969095,shadowfi,1,598012.1416068724,0.0,598012.1416068724,598012.1416068724,0.0,1,598012.1416068724,1,,"[{""pool"": ""0xf9e3151e813cd6729d52d9a0c3ee69f22cce650a"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 598012.1416068724}]"
0xe48b75dc1b131fd3a8364b0580f76efd04cf6e9c,21143795,roi,1,99141.55082079931,99141.55082079931,0.0,99141.55082079931,0.0,1,99141.55082079931,1,,"[{""pool"": ""0x745d6dd206906dd32b3f35e00533ad0963805124"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""BUSD"", ""liquidity_usd"": 99141.55082079931}]"
0xb75ca3c3e99747d0e2f6e75a9fbd17f5ac03cebe,21179209,dpc,1,214810.66323393994,214810.66323393994,0.0,214810.66323393994,0.0,1,214810.66323393994,1,,"[{""pool"": ""0x79cd24ed4524373af6e047556018b1440cf04be3"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 214810.66323393994}]"
0xeccd8b08ac3b587b7175d40fb9c60a20990f8d21,21948016,res,1,520031.69969589595,520031.69969589595,0.0,520031.69969589595,0.0,1,520031.69969589595,1,,"[{""pool"": ""0x05ba2c512788bd95cd6d61d3109c53a14b01c82a"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 520031.69969589595}]"
0xcff086ead392ccb39c49ecda8c974ad5238452ac,22055611,carrot,1,96419.05279780568,96418.99766780567,0.05513,96419.05279780568,0.0,2,96418.99766780567,1,,"[{""pool"": ""0xf34c9a6aaac94022f96d4589b73d498491f817fa"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 96418.99766780567}, {""pool"": ""0x0bca063122b483b9be030a4c9002dd8c021f2303"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 0.05513}]"
0x9cb928bf50ed220ac8f703bce35be5ce7f56c99c,22102838,atk,1,262004.15849534038,262004.09238802656,0.06610731382643417,262004.15849534038,0.0,2,262004.09238802656,1,,"[{""pool"": ""0xd228faee4f73a73fcc73b6d9a1bd25ee1d6ee611"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 262004.09238802656}, {""pool"": ""0x8a1d8d9d7fb27cfd882e3585e88b3ae474e67804"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 0.06610731382643417}]"
0xea51801b8f5b88543ddad3d1727400c15b209d8f,22169169,inuko,1,485921.38878250046,484355.9722354696,1565.4165470308524,485921.38878250046,0.0,3,482883.27442983346,1,,"[{""pool"": ""0xd50b9bcd8b7d4b791ea301dbcc8318ee854d8b67"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""USDT"", ""liquidity_usd"": 482883.27442983346}, {""pool"": ""0x8c4a866fac360c71f68bafb3449059eb487d903c"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""WBNB"", ""liquidity_usd"": 1565.4165470308524}, {""pool"": ""0x028f6abf381c60b0cbca337763440f47f8dc8575"", ""dex"": ""pancakeswap_v2"", ""kind"": ""v2"", ""quote"": ""BUSD"", ""liquidity_usd"": 1472.6978056361577}]"
