address,label,bytecode_len,unique_byte_pairs,tx_count,unique_callers,avg_gas,token_transfer_count,distinct_tokens,total_tvl_usd,log_tvl,is_erc20,is_verified,was_traded
0x047d41f2544b7f63a8e991af2068a363d210d6da,1,2227.0,202.0,1399.0,1196.0,99258.76125804146,1486.0,3.0,24176844.2995596,7.38339963157952,0,1,1
0x759c6de5bca9ade8a1a2719a31553c4b7de02539,1,7692.0,238.0,7394.0,1842.0,111274.92088179605,4206.0,1.0,38071986.66908114,7.580605551129562,0,1,1
0xb5599f568d3f3e6113b286d010d2bca40a7745aa,1,2261.0,196.0,35713.0,2737.0,154322.6992691737,11530.0,53.0,153399087.72039288,8.185822779659375,0,1,1
0x83f798e925bcd4017eb265844fddabb448f1707d,1,24212.0,256.0,3668.0,1388.0,210491.95937840786,27968.0,2.0,7823100193.816344,9.893378892533791,1,1,1
0x35a254223960c18b69c0526c46b013d022e93902,1,11800.0,242.0,2495.0,662.0,91345.26693386774,0.0,0.0,0.0,0.0,1,1,1
0xd3c41c85be295607e8ea5c58487ec5894300ee67,1,21920.0,254.0,4.0,2.0,66697.25,2.0,1.0,19300.000000000004,4.285579810729595,0,1,1
0xf3f84ce038442ae4c4dcb6a8ca8bacd7f28c9bde,1,19196.0,256.0,4808.0,144.0,143882.24459234608,3125.0,1.0,17590793.14158976,7.2452854462525185,0,1,1
0xf2919d1d80aff2940274014bef534f7791906ff2,1,15740.0,254.0,906.0,254.0,415368.69426048564,772.0,1.0,138494.5042852801,5.141435675957982,1,1,1
0xcd6ca2f0d0c182c5049d9a1f65cde51a706ae142,1,12023.0,254.0,0.0,0.0,0.0,270.0,4.0,9949188.541301958,6.997787704657686,0,1,1
0x4ae2cd1f5b8806a973953b76f9ce6d5fab9cdcfd,1,24152.0,254.0,17379.0,4247.0,91592.21721618045,4520.0,2.0,2728652.363336929,6.435948368226977,1,1,1
0x7094e706e75e13d1e0ea237f71a7c4511e9d270b,1,15081.0,256.0,2.0,1.0,160584.0,3.0,1.0,47965.55929166668,4.68093856703302,0,1,1
0xe11fc0b43ab98eb91e9836129d1ee7c3bc95df50,1,6022.0,231.0,81.0,11.0,846948.4567901235,713.0,23.0,3426775.463766881,6.53488577536104,0,1,1
0x4622aff8e521a444c9301da0efd05f6b482221b8,1,17369.0,256.0,24.0,19.0,4497963.0,506.0,6.0,24855641.464530025,7.395424993191942,0,1,1
0xbb787d6243a8d450659e09ea6fd82f1c859691e9,1,24491.0,255.0,5.0,3.0,1990371.4,106.0,4.0,14300518.705761634,7.1553518207687805,0,1,1
0xbc452fdc8f851d7c5b72e1fe74dfb63bb793d511,1,7555.0,243.0,1254.0,1088.0,291223.59409888356,2.0,1.0,6312678.977757166,6.800213773262568,0,1,1
0xa6447f6156effd23ec3b57d5edd978349e4e192d,1,12607.0,254.0,76.0,25.0,128425.69736842105,2.0,1.0,11.633043333333333,1.1015079858411285,0,1,1
0x37e49bf3749513a02fa535f0cbc383796e8107e4,1,24515.0,256.0,32.0,3.0,469372.15625,24.0,9.0,560969.8148777067,5.74894026719685,0,1,1
0xb276647e70cb3b81a1ca302cf8de280ff0ce5799,1,17866.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0x439cac149b935ae1d726569800972e1669d17094,1,24062.0,256.0,7726.0,2482.0,84673.20424540513,479.0,2.0,7160160.37067032,6.854922810241085,0,1,1
0x5fdbcd61bc9bd4b6d3fd1f49a5d253165ea11750,1,15974.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0x91383a15c391c142b80045d8b4730c1c37ac0378,1,2261.0,196.0,1604.0,1316.0,54705.872194513715,1.0,1.0,256775.625,5.4095554863143995,0,1,1
0xb0f8fe96b4880adbdede0ddf446bd1e7ef122c4e,1,7821.0,240.0,2.0,1.0,78204.5,0.0,0.0,0.0,0.0,1,1,1
0x4e34dd25dbd367b1bf82e1b5527dbbe799fad0d0,1,45.0,35.0,0.0,0.0,0.0,59.0,2.0,172813.87561163137,5.237581123084937,0,1,1
0x65c210c59b43eb68112b7a4f75c8393c36491f06,1,45.0,35.0,5.0,3.0,400111.4,0.0,0.0,0.0,0.0,0,1,1
0x7fcb7dac61ee35b3d4a51117a7c58d53f0a8a670,1,20277.0,255.0,3485.0,489.0,247934.8949784792,0.0,0.0,0.0,0.0,1,1,1
0x007fe7c498a2cf30971ad8f2cbc36bd14ac51156,1,14435.0,248.0,99.0,29.0,174404.47474747474,144.0,1.0,569189.3139305162,5.755257500965444,0,1,1
0xe85a08cf316f695ebe7c13736c8cc38a7cc3e944,1,11291.0,254.0,2.0,2.0,131331.0,1.0,1.0,3566.7518333333333,3.552394637979241,0,1,1
0x2409af0251dcb89ee3dee572629291f9b087c668,1,1779.0,188.0,16931.0,1088.0,471733.76652294607,0.0,0.0,0.0,0.0,0,1,1
0xa62f9c5af106feee069f38de51098d9d81b90572,1,10584.0,255.0,51.0,30.0,344705.23529411765,34.0,1.0,2327731.3090890823,6.366933034667708,0,1,1
0xa62f9c5af106feee069f38de51098d9d81b90572,1,10584.0,255.0,51.0,30.0,344705.23529411765,34.0,1.0,2327731.3090890823,6.366933034667708,0,1,1
0x7f3fe9d492a9a60aebb06d82cba23c6f32cad10b,1,2276.0,201.0,29.0,5.0,356531.0689655172,5.0,1.0,125025.21319324555,5.097001077421471,0,1,1
0xb57e874082417b66877429481473cf9fcd8e0b8a,1,10992.0,256.0,324.0,236.0,171230.19753086418,0.0,0.0,0.0,0.0,1,1,1
0x48afbbd342f64ef8a9ab1c143719b63c2ad81710,1,2227.0,209.0,1067.0,241.0,90838.37300843486,408.0,2.0,8843236.775931954,6.946611302430815,0,1,1
0xc0a6b8c534fad86df8fa1abb17084a70f86eddc1,1,12582.0,254.0,3.0,3.0,44447.0,161.0,1.0,1368151.6640665892,6.136134560441473,1,1,1
0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1,15623.0,256.0,1399.0,191.0,109275.0250178699,43691.0,34.0,24256093750.97514,10.384820862542279,0,1,1
0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1,15623.0,256.0,1399.0,191.0,109275.0250178699,43691.0,34.0,24256093750.97514,10.384820862542279,0,1,1
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,1,5176.0,200.0,364189.0,164481.0,227435.72823451558,590149.0,1154.0,2896687087.937327,9.461901583609853,0,1,1
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,1,5176.0,200.0,364189.0,164481.0,227435.72823451558,590149.0,1154.0,2896687087.937327,9.461901583609853,0,1,1
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,1,5176.0,200.0,364189.0,164481.0,227435.72823451558,590149.0,1154.0,2896687087.937327,9.461901583609853,0,1,1
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,1,5176.0,200.0,364189.0,164481.0,227435.72823451558,590149.0,1154.0,2896687087.937327,9.461901583609853,0,1,1
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,1,5176.0,200.0,364189.0,164481.0,227435.72823451558,590149.0,1154.0,2896687087.937327,9.461901583609853,0,1,1
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,1,5176.0,200.0,364189.0,164481.0,227435.72823451558,590149.0,1154.0,2896687087.937327,9.461901583609853,0,1,1
0x364f17a23ae4350319b7491224d10df5796190bc,1,10688.0,247.0,9.0,2.0,189236.22222222222,8.0,2.0,723.4729184199593,2.8600221557138923,0,1,1
0xfe380fe1db07e531e3519b9ae3ea9f7888ce20c6,1,8561.0,249.0,0.0,0.0,0.0,0.0,0.0,505.94876329050186,2.7049640679237688,0,1,1
0xbaa87546cf87b5de1b0b52353a86792d40b8ba70,1,1101.0,146.0,113.0,52.0,274712.22123893804,89.0,3.0,238717.60000140461,5.377886258819353,0,1,1
0xe2fe530c047f2d85298b07d9333c05737f1435fb,1,2240.0,199.0,30317.0,14225.0,203298.17109212652,15312.0,46.0,28389441.68042886,7.453156866876327,0,1,1
0xe2fe530c047f2d85298b07d9333c05737f1435fb,1,2240.0,199.0,30317.0,14225.0,203298.17109212652,15312.0,46.0,28389441.68042886,7.453156866876327,0,1,1
0xe2fe530c047f2d85298b07d9333c05737f1435fb,1,2240.0,199.0,30317.0,14225.0,203298.17109212652,15312.0,46.0,28389441.68042886,7.453156866876327,0,1,1
0x2321537fd8ef4644bacdceec54e5f35bf44311fa,1,5658.0,250.0,252.0,206.0,46466.86111111111,0.0,0.0,0.0,0.0,1,1,1
0xe38b72d6595fd3885d1d2f770aa23e94757f91a1,1,10152.0,254.0,1103.0,591.0,51041.924750679966,0.0,0.0,0.0,0.0,1,1,1
0x824dcd7b044d60df2e89b1bb888e66d8bcf41491,1,16676.0,254.0,15.0,13.0,279098.93333333335,187.0,4.0,59125098.20065444,7.7717718824098965,0,1,1
0x824dcd7b044d60df2e89b1bb888e66d8bcf41491,1,16676.0,254.0,15.0,13.0,279098.93333333335,187.0,4.0,59125098.20065444,7.7717718824098965,0,1,1
0xaf274e912243b19b882f02d731dacd7cd13072d0,1,11064.0,250.0,3.0,2.0,29861.0,36.0,1.0,6622791.1249760315,6.8210411237026864,0,1,1
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,1,1499.0,190.0,158038.0,66588.0,179738.25675470458,143.0,10.0,633379364.0121332,8.80166391030311,0,1,1
0xf5140fc35c6f94d02d7466f793feb0216082d7e5,1,21094.0,256.0,1.0,1.0,155942.0,0.0,0.0,0.0,0.0,1,1,1
0xeda47e13fd1192e32226753dc2261c4a14908fb7,1,20816.0,249.0,314.0,260.0,47920.43630573248,248.0,1.0,233529.79988397082,5.3683441668615846,1,1,1
0x79a7d3559d73ea032120a69e59223d4375deb595,1,16021.0,250.0,51.0,22.0,175584.29411764705,0.0,0.0,0.0,0.0,0,1,1
0xf4a21ac7e51d17a0e1c8b59f7a98bb7a97806f14,1,13408.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
0xe3334e66634acf17b2b97ab560ec92d6861b25fa,1,20277.0,255.0,385.0,82.0,293612.51688311686,43.0,1.0,216024.4990986698,5.334505017189078,1,1,1
0x50f5474724e0ee42d9a4e711ccfb275809fd6d4a,1,18557.0,254.0,38187.0,18788.0,50917.12635189986,0.0,0.0,0.0,0.0,0,1,1
0x6e90c85a495d54c6d7e1f3400fef1f6e59f86bd6,1,23869.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
0xa44e79a2c9a8965e7a6fa77bf0ca8faf50e6c73e,1,45.0,35.0,0.0,0.0,0.0,4.0,1.0,0.4281827669023876,0.1547837883772088,1,1,1
0x09a80172ed7335660327cd664876b5df6fe06108,1,5446.0,235.0,1527.0,660.0,66049.23379174853,163.0,1.0,59047.70826956458,4.771210401567887,1,1,1
0x05999eb831ae28ca920ce645a5164fbdb1d74fe9,1,2968.0,209.0,1574.0,619.0,110550.10165184244,0.0,0.0,0.0,0.0,0,1,1
0xb3fb1d01b07a706736ca175f827e4f56021b85de,1,11962.0,242.0,58.0,45.0,106140.87931034483,0.0,0.0,0.0,0.0,0,1,1
0x3f2d1bc6d02522dbcdb216b2e75edddafe04b16f,1,2785.0,222.0,334.0,144.0,197442.21856287424,0.0,0.0,0.0,0.0,0,1,1
0x6b7a87899490ece95443e979ca9485cbe7e71522,1,18508.0,255.0,87609.0,22742.0,82933.6170370624,1.0,1.0,500.3655,2.7001544459462403,0,1,1
0xd2933c86216dc0c938ffafeca3c8a2d6e633e2ca,1,2652.0,197.0,21.0,14.0,470668.6666666667,22.0,1.0,442661.1365836667,5.646072375884363,0,1,1
0x245a551ee0f55005e510b239c917fa34b41b3461,1,16494.0,255.0,1018.0,290.0,251681.89390962673,674.0,6.0,4224236.119875844,6.6257482885416845,0,1,1
0xe4764f9cd8ecc9659d3abf35259638b20ac536e4,1,22311.0,256.0,0.0,0.0,0.0,0.0,0.0,297140.3984246576,5.472963162927477,0,1,1
0xd2869042e12a3506100af1d192b5b04d65137941,1,10524.0,244.0,153.0,39.0,201680.64052287582,24.0,2.0,124133.80497413539,5.093893566260624,0,1,1
0xa0ff0e694275023f4986dc3ca12a6eb5d6056c62,1,12540.0,253.0,25.0,19.0,40563.8,0.0,0.0,0.0,0.0,1,1,1
0x2405913d54fc46eeaf3fb092bfb099f46803872f,1,45.0,37.0,0.0,0.0,0.0,8.0,1.0,5364.382931171617,3.72960072331222,0,1,1
0x9210f1204b5a24742eba12f710636d76240df3d0,1,17465.0,256.0,4.0,3.0,42947.75,0.0,0.0,0.0,0.0,1,1,1
0x765b8d7cd8ff304f796f4b6fb1bcf78698333f6d,1,3142.0,216.0,12.0,3.0,762914.75,18.0,2.0,1875528.6366359873,6.2731239311504465,0,1,1
0x9ab6b21cdf116f611110b048987e58894786c244,1,22615.0,256.0,267.0,125.0,355378.8277153558,643.0,6.0,45576741.976311855,7.658743286224873,1,1,1
0xde46fcf6ab7559e4355b8ee3d7fba0f2730cddd8,1,23151.0,250.0,17125.0,527.0,198435.82032116788,538.0,1.0,16657322.183666676,7.221605211958758,0,1,1
0x025c6da5bd0e6a5dd1350fda9e3b6a614b205a1f,1,6938.0,248.0,1.0,1.0,28638.0,0.0,0.0,0.0,0.0,0,1,1
0xe7597f774fd0a15a617894dc39d45a28b97afa4f,1,3434.0,213.0,39.0,25.0,371863.41025641025,94.0,3.0,461695.4534680672,5.664356538520896,0,1,1
